127.0.0.1 - - [20/Aug/2021:14:04:14 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:06 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:10 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:13 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:13 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:13 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:16 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:21 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:23:25 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:20 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:20 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:22 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:22 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:23 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:23 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:23 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:23 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:23 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:25 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:25 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:25 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:25 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:33 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:33 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:33 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:33 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:36 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:40 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:40 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:40 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:44 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:46 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:25:52 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:02 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:02 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:03 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:06 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:06 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:06 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:11 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:13 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:30:20 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:12 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:12 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:14 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9535
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:15 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:18 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:18 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:18 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:21 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:23 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:33:27 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:02 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:02 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:03 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:08 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:08 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:08 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:14 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:15 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:38:18 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:10 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:10 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:11 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:15 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:15 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:15 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:19 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:20 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:40:32 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 3892
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:51 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:51 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:53 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:53 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:53 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:53 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:54 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:55 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:55 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:55 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:55 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:55 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:56:56 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:21 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:24 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:24 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:24 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:28 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:30 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 6125
0:0:0:0:0:0:0:1 - - [20/Aug/2021:14:57:39 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 10426
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:07 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:07 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:07 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:13 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:14 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:08:21 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4006
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:37 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:41 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:41 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:41 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:47 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:51 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:11:55 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4006
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:21 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:21 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:21 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:25 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:25 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:25 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:27 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:28 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:12:34 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4006
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:06 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:06 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:07 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:15 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:16 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:19 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4012
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:40 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:53 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:53 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:53 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:55 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:56 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:19:59 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4012
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:51 +0900] "GET /myboard/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:51 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:53 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:57 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:57 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:21:57 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:22:00 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:22:01 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:22:04 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 10426
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:25 +0900] "GET /myboard/login.do HTTP/1.1" 200 1791
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:28 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:28 +0900] "POST /myboard/ajaxlogin.do HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:28 +0900] "GET /myboard/home.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:28 +0900] "GET /myboard/ HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:36 +0900] "GET /myboard/prolist.do HTTP/1.1" 200 9612
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:38 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:25:44 +0900] "POST /myboard/mulorder.do HTTP/1.1" 200 878
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:27:02 +0900] "POST /myboard/mulorder.do HTTP/1.1" 500 4000
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:27:08 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 3810
0:0:0:0:0:0:0:1 - - [20/Aug/2021:15:29:23 +0900] "GET /myboard/cartlist.do?username=%ED%85%8C%EC%8A%A4%ED%84%B0 HTTP/1.1" 200 3898
